
2025/01/23,1st_Shift,#2TRIM_A,TRIM A BREAK TIME AUTO STOP,1/23/2025 9:10:02 AM,00:00:45
2025/01/23,1st_Shift,#2TRIM_A,TRIM A BREAK TIME AUTO STOP,1/23/2025 9:10:51 AM,00:00:50
2025/01/23,1st_Shift,#2TRIM_A,STG 11 LH QRQC Help Stop,1/23/2025 9:11:41 AM,00:00:43
2025/01/23,1st_Shift,#2TRIM_A,TRIM A BREAK TIME AUTO STOP,1/23/2025 9:12:25 AM,00:07:37
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 9:22:38 AM,00:00:16
2025/01/23,1st_Shift,#2TRIM_A,STG 09 LH QRQC Stop,1/23/2025 9:23:16 AM,00:00:20
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 9:23:49 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,STG 03 LH QRQC Help Stop,1/23/2025 9:26:49 AM,00:00:19
2025/01/23,1st_Shift,#2TRIM_A,STG 09 LH QRQC Stop,1/23/2025 9:27:36 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 9:32:36 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 9:32:39 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 9:33:16 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,STG 03 LH QRQC Help Stop,1/23/2025 9:35:06 AM,00:00:14
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 9:38:00 AM,00:00:50
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 9:38:59 AM,00:00:25
2025/01/23,1st_Shift,#2TRIM_A,TA TAR13 IPMS STOP-RH SEAT BELT,1/23/2025 9:41:49 AM,00:00:21
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 9:43:25 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 9:43:44 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 9:43:45 AM,00:00:14
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Stop,1/23/2025 9:44:12 AM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,STG 14 RH QRQC Help Stop,1/23/2025 9:46:58 AM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 9:47:52 AM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,STG 01 RH QRQC Stop,1/23/2025 9:48:02 AM,00:00:32
2025/01/23,1st_Shift,#2TRIM_A,TA TAR10 IPMS STOP-AIRBAG RH,1/23/2025 9:49:40 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,STG 03 LH QRQC Help Stop,1/23/2025 9:51:10 AM,00:00:17
2025/01/23,1st_Shift,#2TRIM_A,STG 15 RH QRQC Help Stop,1/23/2025 9:51:27 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAR10 IPMS STOP-AIRBAG RH,1/23/2025 9:57:08 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 9:58:58 AM,00:00:24
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 9:59:30 AM,00:00:22
2025/01/23,1st_Shift,#2TRIM_A,TRIM A END PROD PART STRUCK UP,1/23/2025 10:00:59 AM,00:00:41
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 10:02:45 AM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 10:04:16 AM,00:00:16
2025/01/23,1st_Shift,#2TRIM_A,TA TAL4 IPMS STOP-CAB BRACKET LH,1/23/2025 10:06:06 AM,00:00:16
2025/01/23,1st_Shift,#2TRIM_A,STG 13 RH QRQC Help Stop,1/23/2025 10:06:50 AM,00:00:12
2025/01/23,1st_Shift,#2TRIM_A,TA TAL4 IPMS STOP-CAB BRACKET LH,1/23/2025 10:10:10 AM,00:00:17
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 10:15:24 AM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,STOP DOOR DETACH LH WORK DELAY,1/23/2025 10:17:27 AM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 10:17:37 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 10:19:18 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,STOP DOOR DETACH LH WORK DELAY,1/23/2025 10:19:32 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 10:19:50 AM,00:00:17
2025/01/23,1st_Shift,#2TRIM_A,STG 01 LH QRQC Help Stop,1/23/2025 10:23:50 AM,00:00:21
2025/01/23,1st_Shift,#2TRIM_A,STG 01 LH QRQC Stop,1/23/2025 10:27:53 AM,00:00:25
2025/01/23,1st_Shift,#2TRIM_A,TA TAR10 IPMS STOP-AIRBAG RH,1/23/2025 10:29:09 AM,00:00:35
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 10:29:58 AM,00:00:18
2025/01/23,1st_Shift,#2TRIM_A,TA TAR11 IPMS STOP-CCB BRKT,1/23/2025 10:32:00 AM,00:00:12
2025/01/23,1st_Shift,#2TRIM_A,TA TAL4 IPMS STOP-CAB BRACKET LH,1/23/2025 10:35:40 AM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 10:38:56 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 10:38:58 AM,00:00:04
2025/01/23,1st_Shift,#2TRIM_A,TA TAL8 IPMS STOP-DASH INS-BL0WER,1/23/2025 10:39:27 AM,00:00:12
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 10:39:41 AM,00:01:21
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 10:41:52 AM,00:00:19
2025/01/23,1st_Shift,#2TRIM_A,TA TAL9 IPMS STOP-SIDE SENSOR,1/23/2025 10:46:33 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,STOP DOOR DETACH LH WORK DELAY,1/23/2025 10:50:20 AM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,TA TAL9 IPMS STOP-SIDE SENSOR,1/23/2025 10:53:46 AM,00:00:04
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 10:54:36 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 10:54:58 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAL10 IPMS STOP-3RD ROW SEAT BELT,1/23/2025 10:55:00 AM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Stop,1/23/2025 10:55:06 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,TRIM A END PROD PART STRUCK UP,1/23/2025 10:55:32 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,TRIM A END PROD PART STRUCK UP,1/23/2025 10:56:26 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 10:58:10 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAR13 IPMS STOP-RH SEAT BELT,1/23/2025 11:00:20 AM,00:00:18
2025/01/23,1st_Shift,#2TRIM_A,TA TAR8N IPMS STOP-CLUTCH PEDAL,1/23/2025 11:05:39 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 11:08:41 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 11:08:45 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,STOP DOOR DETACH LH  O/R,1/23/2025 11:09:06 AM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,STG 01 LH QRQC Stop,1/23/2025 11:12:01 AM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,STG 01 LH QRQC Help Stop,1/23/2025 11:12:11 AM,00:00:15
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 11:13:12 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 11:13:13 AM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,STG 16 RH QRQC Help Stop,1/23/2025 11:13:18 AM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Help Stop,1/23/2025 11:13:32 AM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,STG 16 RH QRQC Help Stop,1/23/2025 11:13:38 AM,00:00:16
2025/01/23,1st_Shift,#2TRIM_A,TA TAR10 IPMS STOP-AIRBAG RH,1/23/2025 11:18:51 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 11:22:55 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAR14 IPMS STOP-CCB BRKT TORQUE,1/23/2025 11:22:56 AM,00:00:44
2025/01/23,1st_Shift,#2TRIM_A,STOP DOOR DETACH LH WORK DELAY,1/23/2025 11:28:32 AM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,TA TAR8N IPMS STOP-CLUTCH PEDAL,1/23/2025 11:28:55 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,TRIM A BREAK TIME AUTO STOP,1/23/2025 11:30:02 AM,00:00:04
2025/01/23,1st_Shift,#2TRIM_A,TRIM A BREAK TIME AUTO STOP,1/23/2025 11:30:09 AM,00:00:38
2025/01/23,1st_Shift,#2TRIM_A,TRIM A BREAK TIME AUTO STOP,1/23/2025 11:30:51 AM,00:04:04
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 11:34:56 AM,00:12:50
2025/01/23,1st_Shift,#2TRIM_A,TRIM A BREAK TIME AUTO STOP,1/23/2025 11:47:44 AM,00:12:16
2025/01/23,1st_Shift,#2TRIM_A,TA TAL10 IPMS STOP-3RD ROW SEAT BELT,1/23/2025 12:01:18 PM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,STG 01 LH QRQC Stop,1/23/2025 12:01:49 PM,00:00:19
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 12:02:42 PM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:02:48 PM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,TA TAR14 IPMS STOP-CCB BRKT TORQUE,1/23/2025 12:02:53 PM,00:00:21
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:04:54 PM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,TA TAR14 IPMS STOP-CCB BRKT TORQUE,1/23/2025 12:05:12 PM,00:00:12
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 12:05:48 PM,00:00:24
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 12:07:06 PM,00:00:04
2025/01/23,1st_Shift,#2TRIM_A,TA TAR10 IPMS STOP-AIRBAG RH,1/23/2025 12:08:41 PM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,TA TAL9 IPMS STOP-SIDE SENSOR,1/23/2025 12:08:45 PM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 12:10:42 PM,00:00:22
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:11:12 PM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,TA TAL4 IPMS STOP-CAB BRACKET LH,1/23/2025 12:13:09 PM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:13:24 PM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,STOP DOOR DETACH LH WORK DELAY,1/23/2025 12:13:34 PM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,STOP DOOR DETACH LH WORK DELAY,1/23/2025 12:15:12 PM,00:00:16
2025/01/23,1st_Shift,#2TRIM_A,STG 07 LH QRQC Stop,1/23/2025 12:15:55 PM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,STOP DOOR DETACH LH WORK DELAY,1/23/2025 12:16:02 PM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,STOP DOOR DETACH LH  O/R,1/23/2025 12:16:05 PM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,TA TAR9 IPMS STOP-BREAKPEDAL,1/23/2025 12:17:39 PM,00:00:17
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 12:18:05 PM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:18:07 PM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAL9 IPMS STOP-SIDE SENSOR,1/23/2025 12:22:56 PM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:23:15 PM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:26:44 PM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,STG 01 LH QRQC Stop,1/23/2025 12:27:47 PM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Help Stop,1/23/2025 12:28:23 PM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,STG 11 LH QRQC Help Stop,1/23/2025 12:28:35 PM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 12:30:58 PM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:31:00 PM,00:00:04
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:32:46 PM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:34:37 PM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,TA TAR10 IPMS STOP-AIRBAG RH,1/23/2025 12:35:59 PM,00:00:20
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 12:38:14 PM,00:00:31
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:38:56 PM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 12:40:45 PM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 12:40:48 PM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 12:42:40 PM,00:00:12
2025/01/23,1st_Shift,#2TRIM_A,STG 16 RH QRQC Help Stop,1/23/2025 12:45:10 PM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Help Stop,1/23/2025 12:45:17 PM,00:00:28
